194.87.244.90,1080,RU,Mt Finance LLC
145.220.227.6,1080,NL,Unknown
95.142.38.208,10809,RU,EuroByte LLC
83.220.46.106,4145,RU,PJSC MegaFon
45.74.31.42,7315,SG,Contabo Asia Private Limited
8.220.216.57,3128,KR,Alibaba (US) Technology Co.  Ltd.
45.74.31.23,5610,US,DigitalOcean  LLC
45.74.31.23,6502,US,DigitalOcean  LLC
93.93.61.153,1080,LT,UAB Ogmios Centras
113.45.195.147,3128,CN,Huawei Cloud Service data center
202.181.24.102,10815,SG,Amazon.com  Inc.
178.57.102.50,1080,RU,Sever Telecom JSC
45.74.31.23,7011,FR,OVH SAS
45.74.31.23,13223,US,Oracle Corporation
186.246.31.197,9050,RS,MAXKO d.o.o.
212.3.132.16,1080,RU,Rostelecom
114.7.20.60,3128,ID,INDOSAT Internet Network Provider
85.172.81.216,1080,RU,Rostelecom
87.225.107.8,1080,RU,Rostelecom
80.78.74.8,65530,AL,Vodafone Albania Sh.A.
109.201.65.165,1080,RU,MTS PJSC
89.250.148.158,1080,RU,JSC ER-Telecom Holding
219.99.219.56,1080,JP,NSK Co. Ltd.
2.27.53.95,3128,FI,DpkgSoft International Limited
180.105.138.138,1080,CN,Chinanet
111.95.55.210,8080,ID,Linknet-Fastnet ASN
145.220.227.5,9050,NL,Unknown
43.159.54.178,80,SG,Tencent Building  Kejizhongyi Avenue
14.103.201.137,3128,CN,China Telecom (Group)
178.92.72.205,1080,IN,Micro Hosting Private Limited
102.164.212.90,8080,ZA,JENNY INTERNET (PTY) LTD
43.163.208.61,40001,JP,Cloudflare  Inc.
45.74.31.23,5713,BR,Oracle Corporation
45.74.31.23,5434,US,DigitalOcean  LLC
203.251.28.105,1080,KR,Korea Telecom
122.246.4.30,17981,CN,NINGBO  ZHEJIANG Province  P.R.China.
45.74.31.40,12136,US,Network Solutions  LLC
195.144.24.57,3128,MK,Andrew Kristuli
45.74.31.22,21222,FR,OVH SAS
45.74.31.22,12287,US,Oracle Corporation
49.213.43.6,8080,ID,PT MUSUBI BALI INTERKONEKSI
76.26.114.253,39593,US,Comcast Cable Communications  LLC
45.74.31.42,5354,DE,Hetzner Online GmbH
45.74.31.22,12216,US,Oracle Corporation
45.74.31.42,4528,ID,PT INDONESIA COMNETS PLUS
45.74.31.42,29570,US,Oracle Corporation
45.74.31.22,9962,ID,Biznet NAP - Internet Exchange Provider
45.74.31.23,13927,US,Oracle Corporation
45.74.31.22,11696,VN,VIETNAM POSTS AND TELECOMMUNICATIONS GROUP
45.74.31.22,17149,US,Oracle Corporation
197.224.185.3,3128,MU,Mauritius Telecom Ltd
45.74.31.42,13985,US,Oracle Corporation
24.52.147.103,5999,US,Cass Cable TV  Inc.
45.74.31.22,10832,US,Oracle Corporation
188.132.249.102,8080,SY,High Speed For Internet Services L.L.C
103.165.229.174,8080,ID,PT iForte Global Internet
45.74.31.40,36179,LT,UAB Baltnetos komunikacijos
45.74.31.23,5921,DE,DigitalOcean  LLC
45.74.31.42,4344,IL,Bezeq International Ltd.
45.74.31.23,4696,FR,OVH SAS
93.127.133.109,1081,CZ,Datacamp Limited
45.74.31.22,9595,ET,Ethio Telecom
45.74.31.23,5853,DE,DigitalOcean  LLC
45.74.31.42,4639,FR,OVH SAS
83.143.24.29,5678,BW,VBN Services
45.74.31.23,4899,ID,PT Telekomunikasi Indonesia
123.113.169.44,8888,CN,China Unicom Beijing Province Network
45.74.31.22,20910,US,Oracle Corporation
45.74.31.22,4207,US,Namecheap  Inc.
45.74.31.22,10996,FR,Scaleway SAS
45.74.31.23,13966,ID,Biznet NAP - Internet Exchange Provider
45.74.31.23,5430,VN,VIETNAM POSTS AND TELECOMMUNICATIONS GROUP
45.74.31.40,11889,US,DigitalOcean  LLC
200.229.65.172,3128,BR,Saveincloud Hospedagem na Internet Ltda
49.234.4.115,80,CN,Shenzhen Tencent Computer Systems Company Limited
200.229.76.160,3128,BR,Saveincloud Hospedagem na Internet Ltda
45.74.31.22,12281,US,Oracle Corporation
89.43.133.102,8080,SY,High Speed For Internet Services L.L.C
36.89.82.54,8080,ID,PT Telekomunikasi Indonesia
45.74.31.23,5803,US,DigitalOcean  LLC
154.201.71.12,2080,SC,cognetcloud INC
209.50.255.91,1080,US,Leaseweb USA  Inc.
45.74.31.23,6968,FR,OVH SAS
145.220.227.4,8080,NL,Unknown
45.74.31.23,7176,FR,OVH SAS
45.74.31.42,7945,VN,VIET DIGITAL TECHNOLOGY LIABILITY COMPANY
45.74.31.42,4160,VN,VIETNAM POSTS AND TELECOMMUNICATIONS GROUP
45.74.31.23,7232,US,Liquid Web  L.L.C
45.74.31.22,12527,BG,Telehouse EAD
145.220.227.5,1081,NL,Unknown
47.254.36.25,11080,US,Alibaba (US) Technology Co.  Ltd.
145.220.227.3,8080,NL,Unknown
45.74.31.23,14538,US,Namecheap  Inc.
178.57.106.43,4145,RU,Sever Telecom JSC
120.232.115.57,17981,CN,China Mobile Communications Group Co.  Ltd.
188.75.3.66,1080,RU,Ooo Lancronix
145.220.227.6,8080,NL,Unknown
45.74.31.42,4683,IL,Bezeq International Ltd.
94.232.62.170,1080,RU,Infanet Ltd.
46.188.2.42,5678,RU,Joint-stock Company teleport Telecom
91.151.195.138,1080,RU,Resource-M LLC
172.86.107.41,1081,US,CenturyLink Communications  LLC
45.74.31.23,4539,US,Interserver  Inc
45.74.31.22,10705,FR,Contabo GmbH
145.220.227.6,1081,NL,Unknown
77.221.158.175,3128,FI,Aeza Group LLC
83.56.15.57,5678,ES,Telefonica De Espana S.a.u.
43.216.197.62,5151,SE,QuxLabs AB
45.74.31.23,6194,US,Microsoft Corporation
45.74.31.42,4541,ID,PT Telekomunikasi Indonesia
154.94.238.153,3128,SC,cognetcloud INC
45.74.31.42,6740,US,Liquid Web  L.L.C
83.221.222.194,1080,RU,Rostelecom
45.74.31.23,7898,US,Interserver  Inc
174.138.161.188,32046,US,Frontier Communications of America  Inc.
109.207.187.15,1080,RU,Pskovline Ltd.
45.74.31.40,9581,DE,IONOS SE
45.74.31.22,12075,FR,OVH SAS
45.74.31.23,8880,US,Microsoft Corporation
87.228.228.101,4145,CY,Cyprus Telecommunications Authority
47.254.36.25,11080,US,Alibaba (US) Technology Co.  Ltd.
45.74.31.22,11912,US,Oracle Corporation
45.74.31.42,4071,AR,Telecom Argentina S.A.
88.87.69.240,1080,RU,JSC ER-Telecom Holding
45.74.31.23,14385,US,Oracle Corporation
45.74.31.23,16619,US,Oracle Corporation
45.74.31.23,5664,BR,Oracle Corporation
109.111.79.212,2080,RU,INTERCOMTEL Limited Company
45.74.31.22,12889,US,DigitalOcean  LLC
45.74.31.40,9578,ID,Biznet NAP - Internet Exchange Provider
45.74.31.23,6148,US,DigitalOcean  LLC
45.74.31.42,14170,FR,OVH SAS
45.74.31.22,11538,US,Oracle Corporation
45.74.31.22,9366,US,DigitalOcean  LLC
45.74.31.23,15378,US,Oracle Corporation
45.74.31.23,22529,US,Namecheap  Inc.
45.74.31.23,5455,VN,NhanHoa Software company
45.74.31.42,4123,US,GoDaddy.com  LLC
45.74.31.22,13775,US,DigitalOcean  LLC
45.74.31.42,13289,ID,PT Telekomunikasi Indonesia
45.74.31.23,7032,FR,OVH SAS
45.74.31.42,14418,CA,GloboTech Communications
179.1.182.25,999,CO,INTERNEXA S.A. E.S.P
45.74.31.22,12498,US,DigitalOcean  LLC
45.74.31.23,5181,ID,Biznet NAP - Internet Exchange Provider
45.74.31.23,14362,US,Oracle Corporation
45.74.31.22,17930,SG,Contabo Asia Private Limited
45.74.31.22,5156,US,Namecheap  Inc.
45.74.31.23,4551,FR,OVH SAS
45.74.31.23,5121,IN,DigitalOcean  LLC
8.219.97.248,80,SG,Alibaba (US) Technology Co.  Ltd.
120.232.115.170,17981,CN,China Mobile Communications Group Co.  Ltd.
45.74.31.40,13139,US,Oracle Corporation
45.74.31.22,4144,VN,VIETNAM POSTS AND TELECOMMUNICATIONS GROUP
45.74.31.22,17243,US,DigitalOcean  LLC
45.74.31.22,5055,VN,VIETNAM POSTS AND TELECOMMUNICATIONS GROUP
45.74.31.23,12785,US,Network Solutions  LLC
85.117.61.112,8080,GE,Caucasus Online Ltd.
45.74.31.22,4085,US,GoDaddy.com  LLC
45.74.31.23,7365,ID,Biznet NAP - Internet Exchange Provider
45.74.31.42,4514,ID,PT Telekomunikasi Indonesia
45.74.31.23,14824,DE,Hetzner Online GmbH
45.74.31.23,5435,ET,Ethio Telecom
103.97.141.80,8081,ID,PT Jembatan Data Pangrango
45.74.31.42,4077,ZA,Xneelo (Pty) Ltd
45.74.31.23,13907,US,Oracle Corporation
45.74.31.22,13441,US,Network Solutions  LLC
174.138.161.187,35707,US,Frontier Communications of America  Inc.
45.74.31.23,17763,US,Oracle Corporation
45.74.31.23,14191,US,Oracle Corporation
98.153.152.141,7070,US,Charter Communications Inc
45.74.31.23,6971,FR,OVH SAS
45.74.31.42,11809,BG,Telehouse EAD
45.74.31.42,14560,ID,PT Telekomunikasi Indonesia
45.74.31.40,27815,ID,Biznet NAP - Internet Exchange Provider
45.135.148.29,1080,DE,aurologic GmbH
45.74.31.23,15614,US,Oracle Corporation
116.204.166.148,8080,SY,High Speed For Internet Services L.L.C
45.74.31.23,14653,FR,Scaleway SAS
45.74.31.22,9438,BG,Telehouse EAD
80.248.53.90,1080,RU,Tevia Ltd.
45.74.31.23,11521,FR,Scaleway SAS
45.74.31.40,12690,US,Oracle Corporation
45.74.31.42,10806,US,DigitalOcean  LLC
45.74.31.23,6478,US,DigitalOcean  LLC
45.74.31.23,4419,FR,OVH SAS
46.50.144.9,8080,RU,Joint Stock Company TransTeleCom
194.87.232.240,1080,RU,JSC Mediasoft ekspert
45.74.31.22,15260,FR,OVH SAS
193.227.129.195,8038,CA,Altima Telecom
49.87.33.90,8989,CN,Chinanet
45.74.31.23,9944,US,Microsoft Corporation
45.74.31.22,16373,FR,Scaleway SAS
45.74.31.23,6528,GB,Enix Ltd
45.74.31.23,15754,US,DigitalOcean  LLC
45.74.31.40,21749,US,Oracle Corporation
145.220.227.1,8080,NL,Unknown
45.74.31.22,14669,VN,VIETNAM POSTS AND TELECOMMUNICATIONS GROUP
45.74.31.42,12131,US,Oracle Corporation
45.74.31.40,15475,US,Oracle Corporation
83.174.229.42,1080,RU,PJSC Bashinformsvyaz
45.74.31.42,13282,US,Oracle Corporation
114.246.193.183,8888,CN,China Unicom Beijing Province Network
178.234.14.86,1080,RU,Rostelecom
85.85.187.31,8080,ES,Xtra Telecom S.A.
45.74.31.23,15905,US,Namecheap  Inc.
45.74.31.22,16304,FR,Scaleway SAS
45.74.31.22,15229,US,Oracle Corporation
45.74.31.23,12351,SG,Contabo Asia Private Limited
45.74.31.22,15773,US,Oracle Corporation
45.74.31.23,4124,ZA,Xneelo (Pty) Ltd
45.74.31.23,5222,ID,Biznet NAP - Internet Exchange Provider
201.7.31.115,8080,SY,High Speed For Internet Services L.L.C
45.74.31.42,4243,US,Namecheap  Inc.
223.204.87.211,8080,TH,Triple T Broadband Public Company Limited
5.188.23.147,5555,EE,Cloud.dog Ou
45.74.31.23,5524,BR,Oracle Corporation
45.74.31.42,7766,US,Namecheap  Inc.
45.74.31.23,5896,US,GoDaddy.com  LLC
174.138.162.37,36113,US,Charter Communications LLC
45.74.31.23,14190,US,Namecheap  Inc.
45.74.31.42,9743,US,The Constant Company  LLC
45.74.31.42,4763,IN,Oracle Corporation
194.67.207.95,19080,RU,Ihor Hosting Ltd
193.168.198.240,1080,FI,Baykov Ilya Sergeevich
45.74.31.23,4390,US,Microsoft Corporation
45.74.31.23,12942,ID,Biznet NAP - Internet Exchange Provider
45.74.31.23,4155,ID,Biznet NAP - Internet Exchange Provider
194.187.149.198,1080,SE,Interhive OU
45.74.31.42,4217,US,IONOS SE
45.74.31.23,17767,US,Namecheap  Inc.
210.211.113.34,80,VN,CHT Compamy Ltd
174.138.161.188,34892,US,CenturyLink Communications  LLC
45.74.31.42,4076,US,Google LLC
45.74.31.23,13139,US,Oracle Corporation
45.74.31.42,8732,SG,Contabo Asia Private Limited
176.119.23.27,1080,RU,Alfatel plus Ltd
45.74.31.42,10639,US,Oracle Corporation
45.74.31.42,4251,ZA,Xneelo (Pty) Ltd
45.74.31.23,11613,FR,Scaleway SAS
45.74.31.23,5286,GB,WHG Hosting Services Ltd
45.74.31.23,14726,US,Namecheap  Inc.
45.74.31.42,31278,ID,Biznet NAP - Internet Exchange Provider
185.68.185.4,8888,FR,Baykov Ilya Sergeevich
161.248.171.27,8080,ID,PT JALUR DATA INDONESIA
45.74.31.23,6491,IN,Oracle Corporation
45.74.31.23,4035,FR,OVH SAS
45.74.31.23,4663,US,Microsoft Corporation
43.251.225.254,1080,HK,cognetcloud INC
45.74.31.23,5670,ID,PT Telekomunikasi Indonesia
45.74.31.23,5537,US,GoDaddy.com  LLC
45.74.31.22,11569,FR,OVH SAS
47.107.107.24,80,CN,Hangzhou Alibaba Advertising Co. Ltd.
45.74.31.23,5914,GB,WHG Hosting Services Ltd
45.74.31.23,5546,US,Oracle Corporation
105.214.54.240,5678,ZA,MTN SA
45.74.31.22,11386,FR,OVH SAS
45.74.31.23,4424,IN,Oracle Corporation
45.74.31.22,15327,FR,OVH SAS
45.74.31.22,12837,US,GoDaddy.com  LLC
45.74.31.42,4726,US,The Constant Company  LLC
45.74.31.23,5460,DE,IONOS SE
45.74.31.23,12353,ID,Biznet NAP - Internet Exchange Provider
45.74.31.23,5475,BR,Oracle Corporation
45.74.31.23,4378,FR,OVH SAS
45.74.31.23,11619,FR,Scaleway SAS
174.138.162.37,35645,US,Frontier Communications of America  Inc.
45.74.31.23,11836,FR,Scaleway SAS
45.74.31.23,6737,US,Namecheap  Inc.
46.59.120.87,81,SE,Bahnhof AB
45.74.31.23,6229,FR,OVH SAS
45.74.31.23,15423,US,Namecheap  Inc.
45.74.31.42,8814,US,Namecheap  Inc.
45.74.31.23,4434,US,Microsoft Corporation
45.74.31.22,11487,FR,OVH SAS
74.62.23.242,39593,US,Charter Communications Inc
216.9.224.173,1080,TR,Fiba Cloud Operation Company  LLC
77.108.100.166,1080,RU,JSC Comcor
45.74.31.23,5192,DE,IONOS SE
45.74.31.22,13137,IN,TECHNO FAQ DIGITAL MEDIA
45.74.31.23,14885,US,Oracle Corporation
145.220.227.3,1081,NL,Unknown
185.49.110.155,1080,RU,Semantic LLC
45.74.31.23,14783,FR,Scaleway SAS
69.164.244.200,1080,US,Interserver  Inc
45.74.31.23,9647,LT,UAB Baltnetos komunikacijos
45.74.31.23,15416,US,Oracle Corporation
45.74.31.23,6115,VN,VIETNAM POSTS AND TELECOMMUNICATIONS GROUP
45.74.31.23,4633,US,Microsoft Corporation
45.74.31.22,17955,US,Oracle Corporation
45.74.31.23,4566,FR,OVH SAS
45.74.31.23,6657,US,Liquid Web  L.L.C
45.74.31.23,6598,LT,UAB Baltnetos komunikacijos
85.192.2.50,1080,RU,Ecotel  Ltd.
45.74.31.23,6474,US,Microsoft Corporation
45.74.31.23,12825,US,Oracle Corporation
45.74.31.22,13243,SG,Contabo Asia Private Limited
91.228.31.42,2080,RU,Telekom Ltd
45.74.31.22,16495,FR,Scaleway SAS
45.74.31.23,5077,US,Oracle Corporation
45.74.31.42,13716,US,Oracle Corporation
45.74.31.22,10824,US,Liquid Web  L.L.C
45.74.31.23,9981,US,DigitalOcean  LLC
45.74.31.23,12900,US,Network Solutions  LLC
45.74.31.23,12803,US,Oracle Corporation
45.74.31.23,4841,ID,Biznet NAP - Internet Exchange Provider
45.74.31.23,6964,US,Network Solutions  LLC
138.186.201.77,8083,MX,Transtelco Inc
45.74.31.23,4581,ID,Biznet NAP - Internet Exchange Provider
45.74.31.23,14320,US,Namecheap  Inc.
45.74.31.22,4314,CA,GloboTech Communications
45.74.31.23,4130,FR,OVH SAS
45.74.31.23,15079,US,Oracle Corporation
45.74.31.42,7257,US,GoDaddy.com  LLC
103.84.166.37,3128,IN,ARICHWAL IT SERVICES PRIVATE LIMITED
45.74.31.23,4195,US,Oracle Corporation
45.74.31.23,5288,ET,Ethio Telecom
171.33.246.100,1080,RU,Igra-service LLC
45.74.31.23,5707,BR,Oracle Corporation
45.74.31.23,6469,US,Microsoft Corporation
45.74.31.23,14057,US,Oracle Corporation
45.74.31.22,11191,FR,Contabo GmbH
45.74.31.23,15680,US,Oracle Corporation
145.220.227.2,1080,NL,Unknown
202.59.75.8,8080,PK,Autonomous System Number for Nexlinx
45.74.31.22,16972,ID,Biznet NAP - Internet Exchange Provider
45.74.31.23,8635,US,Network Solutions  LLC
45.74.31.40,9696,FR,Contabo GmbH
43.251.225.160,1080,HK,cognetcloud INC
45.74.31.23,13087,US,Namecheap  Inc.
91.217.33.137,8080,SK,AIRNET s.r.o.
45.74.31.23,12919,ID,Biznet NAP - Internet Exchange Provider
45.74.31.23,15887,US,Oracle Corporation
45.74.31.40,4386,ES,IONOS SE
45.74.31.22,8338,US,DigitalOcean  LLC
45.74.31.23,11285,SG,Contabo Asia Private Limited
45.74.31.22,14665,BR,Oracle Corporation
103.31.233.35,8080,ID,PT. Usaha Adisanggoro
45.74.31.22,12459,ID,Biznet NAP - Internet Exchange Provider
85.187.224.21,8080,BG,TechnoLux Ltd.
137.59.195.198,1080,PK,SKY TELECOM
45.74.31.40,16039,US,CoreSpace  Inc.
45.74.31.23,4522,VN,VIET DIGITAL TECHNOLOGY LIABILITY COMPANY
45.74.31.42,5728,US,Namecheap  Inc.
45.74.31.42,4004,IN,Hostinger International Limited
103.168.149.46,8181,ID,TORSADA
45.74.31.22,15261,FR,OVH SAS
45.74.31.42,15261,ID,Biznet NAP - Internet Exchange Provider
45.87.140.155,8080,RU,Teraline Telecom Ltd
45.74.31.22,9350,ID,Biznet NAP - Internet Exchange Provider
45.74.31.42,4109,IL,Bezeq International Ltd.
45.74.31.42,7049,CA,GloboTech Communications
128.14.229.215,1080,US,UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED
45.74.31.23,6557,CN,Hangzhou Alibaba Advertising Co. Ltd.
174.138.161.186,33446,US,Cox Communications Inc.
194.186.5.21,1080,RU,PVimpelCom
45.74.31.42,10476,US,GoDaddy.com  LLC
202.181.24.102,10817,US,Amazon.com  Inc.
174.138.162.37,36035,US,Charter Communications LLC
45.74.31.23,4061,SG,DigitalOcean  LLC
202.181.24.102,10807,SG,Amazon.com  Inc.
202.181.24.102,10818,US,Amazon.com  Inc.
113.161.93.6,8080,VN,VNPT Corp
60.216.181.143,10808,CN,CHINA UNICOM China169 Backbone
210.211.113.33,80,VN,CHT Compamy Ltd
45.74.31.42,11964,ID,PT Telekomunikasi Indonesia
45.74.31.23,16677,US,Oracle Corporation
45.74.31.42,6221,US,Namecheap  Inc.
45.74.31.23,7691,BR,Oracle Corporation
45.74.31.23,5910,ID,Biznet NAP - Internet Exchange Provider
45.74.31.23,5500,ET,Ethio Telecom
202.181.24.102,10805,SG,Amazon.com  Inc.
45.74.31.23,17534,US,DigitalOcean  LLC
